  9261
   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.000000000E+00
   0.500000000E-01   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.277502364E+01
   0.100000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.548171699E+01
   0.150000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.805343227E+01
   0.200000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.104268453E+02
   0.250000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.125435148E+02
   0.300000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.143513214E+02
   0.350000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.158057508E+02
   0.400000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.168709901E+02
   0.450000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.175208097E+02
   0.500000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.177392088E+02
   0.550000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.175208097E+02
   0.600000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.168709901E+02
   0.650000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.158057508E+02
   0.700000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.143513214E+02
   0.750000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.125435148E+02
   0.800000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.104268453E+02
   0.850000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.805343227E+01
   0.900000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.548171699E+01
   0.950000000E+00   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.277502364E+01
   0.100000000E+01   0.000000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.217242653E-14
   0.000000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.000000000E+00
   0.500000000E-01   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.274085849E+01
   0.100000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.541422795E+01
   0.150000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.795428115E+01
   0.200000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.102984736E+02
   0.250000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.123890834E+02
   0.300000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.141746328E+02
   0.350000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.156111558E+02
   0.400000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.166632802E+02
   0.450000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.173050995E+02
   0.500000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.175208097E+02
   0.550000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.173050995E+02
   0.600000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.166632802E+02
   0.650000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.156111558E+02
   0.700000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.141746328E+02
   0.750000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.123890834E+02
   0.800000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.102984736E+02
   0.850000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.795428115E+01
   0.900000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.541422795E+01
   0.950000000E+00   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.274085849E+01
   0.100000000E+01   0.500000000E-01   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.214568035E-14
   0.000000000E+00   0.100000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.000000000E+00
   0.500000000E-01   0.100000000E+00   0.000000000E+00   0.125000000E-03   0.201500000E+00   0.201500000E+00   0.201500000E+00  -0.100000000E+01  -0.100000000E+01   0.100000000E+01  -0.100000000E+01   0.263920431E+01
